dsld_id,product_name,brand,v4_module,archetype,change_class,expected_reason,delta_score,old_score,new_score,old_tier,new_tier,old_score_status,new_score_status,old_safety_status,new_safety_status,old_assessment,new_assessment,old_verdict,new_verdict,old_safety_verdict,new_safety_verdict,old_blocking_reason,new_blocking_reason,old_safety_pillar,new_safety_pillar,old_dose_pillar,new_dose_pillar,old_b7,new_b7,old_module,new_module,old_dose_states,new_dose_states,new_safety_reason
187598,Super CitriMax Plus,Pure Encapsulations,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,67.5,67.5,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
187599,Super CitriMax Plus,Pure Encapsulations,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,67.5,67.5,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
201051,HCActive,Jarrow Formulas,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,42.5,42.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,8.5,8.5,10.9,10.9,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
201426,No-Flush Niacin (Inositol Hexanicotinate) 500 mg,Solgar,generic,generic_single_molecule,unresolved_no_deduction,unresolved exposure no longer takes an unproven harm deduction; assessment marked partial/review,3.0,46.1,49.1,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,partial,POOR,CAUTION,SAFE,CAUTION,,,7.0,9.0,0.0,1.0,-2.0,-0.0,generic,generic,"{""material_but_unresolved"": 1}","{""material_but_unresolved"": 1}",Safety concern: it contains additive or sweetener/form-factor concerns.
201437,No-Flush Niacin (Inositol Hexanicotinate) 500 mg,Solgar,generic,generic_single_molecule,unresolved_no_deduction,unresolved exposure no longer takes an unproven harm deduction; assessment marked partial/review,3.0,46.1,49.1,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,partial,POOR,CAUTION,SAFE,CAUTION,,,7.0,9.0,0.0,1.0,-2.0,-0.0,generic,generic,"{""material_but_unresolved"": 1}","{""material_but_unresolved"": 1}",Safety concern: it contains additive or sweetener/form-factor concerns.
211339,Re-Built Mass XP Chocolate,GNC Beyond Raw,fiber_digestive,fiber_digestive,universal_b7_confirmed,"confirmed over-UL exposure now scored on fiber_digestive, a route that previously had no B7 path",-3.6,65.3,61.7,Weak,Weak,scored,scored,caution,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,6.0,4.0,16.0,14.4,,-2.0,fiber_digestive,fiber_digestive,null,"{""confirmed_over_threshold"": 1}",Safety concern: it contains additive or sweetener/form-factor concerns and one or more supplemental amounts exceed an established upper limit.
211387,Flush-Free Niacin 500 mg,Nature Made,generic,generic_single_molecule,unresolved_no_deduction,unresolved exposure no longer takes an unproven harm deduction; assessment marked partial/review,2.0,53.6,55.6,Poor,Weak,scored,scored,no_known_catalog_concern,caution,complete,partial,SAFE,CAUTION,SAFE,CAUTION,,,8.0,10.0,0.0,0.0,-2.0,-0.0,generic,generic,"{""material_but_unresolved"": 1}","{""material_but_unresolved"": 1}","No banned, recalled, or watchlisted ingredients."
211431,Garcinia Cambogia,Spring Valley,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,45.0,45.0,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,9.0,9.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
212977,Cognitive Focus,Nature's Way,generic,generic_botanical_branded,evidence_scope_carnitine,ALCAR/L-carnitine evidence form-scoping and the daily-dose comparator fix carried on this branch,-7.9,74.5,66.6,Acceptable,Weak,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,10.0,10.0,19.1,19.1,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
213565,L-Carnitine Complex,GNC Total Lean,generic,generic_single_molecule,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,62.3,62.3,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,7.0,7.0,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
213878,Acetyl L-Carnitine 500 mg,Solgar,generic,generic_single_molecule,evidence_scope_carnitine,ALCAR/L-carnitine evidence form-scoping and the daily-dose comparator fix carried on this branch,7.9,61.6,69.5,Weak,Weak,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,8.5,8.5,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
213912,Advanced Acetyl-L-Carnitine,Solgar,generic,generic_single_molecule,evidence_scope_carnitine,ALCAR/L-carnitine evidence form-scoping and the daily-dose comparator fix carried on this branch,-7.9,66.8,58.9,Weak,Weak,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,7.0,7.0,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains a restricted additive and it contains additive or sweetener/form-factor concerns.
214151,Chelated Magnesium Calcium 2:1,Solgar,fiber_digestive,fiber_digestive,universal_b7_confirmed,"confirmed over-UL exposure now scored on fiber_digestive, a route that previously had no B7 path",-3.6,66.9,63.3,Weak,Weak,scored,scored,caution,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,7.0,5.0,7.2,5.6,,-2.0,fiber_digestive,fiber_digestive,null,"{""confirmed_over_threshold"": 1}",Safety concern: it contains a restricted additive and it contains additive or sweetener/form-factor concerns and one or more supplemental amounts exceed an established upper limit.
219039,Energy & Metabolism Vanilla,GNC Mega Men,multi_or_prenatal,prenatal_multi,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,52.5,52.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,6.0,6.0,13.3,13.3,-0.0,-0.0,multi_or_prenatal,multi_or_prenatal,"{""none"": 1}","{""none"": 1}",Safety concern: it contains additive or sweetener/form-factor concerns.
220238,Re-Built Mass XP Strawberry,GNC Beyond Raw,sports,sports_single,universal_b7_confirmed,"confirmed over-UL exposure now scored on sports, a route that previously had no B7 path",-1.4,58.8,57.4,Weak,Weak,scored,scored,caution,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,6.0,4.0,16.8,15.2,,-2.0,sports,sports,null,"{""confirmed_over_threshold"": 1}",Safety concern: it contains additive or sweetener/form-factor concerns and one or more supplemental amounts exceed an established upper limit.
221076,L-Carnitine 1000 mg,GNC Total Lean,generic,generic_single_molecule,evidence_scope_carnitine,ALCAR/L-carnitine evidence form-scoping and the daily-dose comparator fix carried on this branch,1.6,68.0,69.6,Weak,Weak,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,8.0,8.0,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
221095,Energy & Metabolism Chocolate,GNC Women's Ultra Mega,multi_or_prenatal,prenatal_multi,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,48.5,48.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,6.0,6.0,13.6,13.6,-0.0,-0.0,multi_or_prenatal,multi_or_prenatal,"{""none"": 1}","{""none"": 1}",Safety concern: it contains additive or sweetener/form-factor concerns.
221100,L-Carnitine 1000,GNC Total Lean,generic,generic_single_molecule,evidence_scope_carnitine,ALCAR/L-carnitine evidence form-scoping and the daily-dose comparator fix carried on this branch,1.6,68.0,69.6,Weak,Weak,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,8.0,8.0,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
221150,L-Carnitine 2 grams,GNC Beyond Raw Chemistry Labs,generic,generic_single_molecule,evidence_scope_carnitine,ALCAR/L-carnitine evidence form-scoping and the daily-dose comparator fix carried on this branch,1.6,71.6,73.2,Acceptable,Acceptable,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,10.0,10.0,20.0,20.0,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
223349,L-Carnitine Tartrate 1000 mg,Nutricost,generic,generic_single_molecule,evidence_scope_carnitine,ALCAR/L-carnitine evidence form-scoping and the daily-dose comparator fix carried on this branch,1.6,70.7,72.3,Acceptable,Acceptable,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,9.5,9.5,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
2238,Apple Cider Complete,GNC Natural Brand,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,56.8,56.8,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,8.5,8.5,10.9,10.9,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains a restricted additive and it contains additive or sweetener/form-factor concerns.
2239,Apple Cider Vinegar,GNC Natural Brand,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,58.7,58.7,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
227837,Acetyl L-Carnitine 500 mg,GNC,generic,generic_single_molecule,evidence_scope_carnitine,ALCAR/L-carnitine evidence form-scoping and the daily-dose comparator fix carried on this branch,-6.3,68.9,62.6,Weak,Weak,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,8.5,8.5,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
227864,L-Carnitine 500 mg,GNC,generic,generic_single_molecule,evidence_scope_carnitine,ALCAR/L-carnitine evidence form-scoping and the daily-dose comparator fix carried on this branch,1.6,61.0,62.6,Weak,Weak,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,8.5,8.5,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
227866,L-Carnitine 500 mg,GNC,generic,generic_single_molecule,evidence_scope_carnitine,ALCAR/L-carnitine evidence form-scoping and the daily-dose comparator fix carried on this branch,1.6,61.0,62.6,Weak,Weak,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,8.5,8.5,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
228068,Decaf Thermo Igniter 12X,GNC AMP Advanced Muscle Performance,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,51.0,51.0,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,5.0,5.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains a restricted additive and it contains additive or sweetener/form-factor concerns.
228860,Garcinia Cambogia Soft Chew Berry Punch,GNC Total Lean,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,48.3,48.3,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,6.0,6.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
228893,L-Carnitine 1000,GNC Total Lean,generic,generic_single_molecule,evidence_scope_carnitine,ALCAR/L-carnitine evidence form-scoping and the daily-dose comparator fix carried on this branch,1.6,68.0,69.6,Weak,Weak,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,8.0,8.0,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
229379,L-Carnitine,GNC Women's,generic,generic_single_molecule,evidence_scope_carnitine,ALCAR/L-carnitine evidence form-scoping and the daily-dose comparator fix carried on this branch,1.6,61.0,62.6,Weak,Weak,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,8.5,8.5,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
231960,L-Carnitine 500 mg,Life Extension,generic,generic_single_molecule,evidence_scope_carnitine,ALCAR/L-carnitine evidence form-scoping and the daily-dose comparator fix carried on this branch,1.6,63.3,64.9,Weak,Weak,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,9.5,9.5,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
232012,Garcinia HCA,Life Extension,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,46.1,46.1,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,9.5,9.5,10.9,10.9,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
232618,Acetyl-L-Carnitine Arginate,Life Extension,generic,generic_single_molecule,evidence_scope_carnitine,ALCAR/L-carnitine evidence form-scoping and the daily-dose comparator fix carried on this branch,-7.9,71.1,63.2,Acceptable,Weak,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,9.0,9.0,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
239047,Garcinia Cambogia & Coconut Oil,Nature's Bounty,generic,generic_single_molecule,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,53.2,53.2,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,15.2,15.2,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
239103,L-Carnitine 500 mg,Nature's Bounty,generic,generic_single_molecule,evidence_scope_carnitine,ALCAR/L-carnitine evidence form-scoping and the daily-dose comparator fix carried on this branch,9.5,60.1,69.6,Weak,Weak,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,8.0,8.0,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
241130,L-Carnitine 500 mg,Solgar,generic,generic_single_molecule,evidence_scope_carnitine,ALCAR/L-carnitine evidence form-scoping and the daily-dose comparator fix carried on this branch,3.2,64.4,67.6,Weak,Weak,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,7.0,7.0,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains a restricted additive and it contains additive or sweetener/form-factor concerns.
241766,Elderberry Zinc and Vitamin C,Double Wood Supplements,generic,immune_support,penalty_registry_mirror,registry changed which penalties mirror into the Formula & quality checks pillar,-2.2,64.8,62.6,Weak,Weak,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,9.5,7.5,9.6,8.0,-0.0,-0.0,generic,generic,"{""none"": 1}","{""none"": 1}",Safety concern: it contains additive or sweetener/form-factor concerns and one or more dose-safety checks require attention.
242232,Garcinia Cambogia 500 mg,SR Sports Research,generic,generic_single_molecule,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,43.6,43.6,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,14.5,14.5,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
242991,Wheybolic Ripped Chocolate Peanut Butter,GNC AMP Advanced Muscle Performance,sports,sports_single,penalty_registry_mirror,registry changed which penalties mirror into the Formula & quality checks pillar,0.0,65.0,65.0,Weak,Weak,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,5.3,6.0,17.6,20.0,,-0.0,sports,sports,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
243081,Wheybolic Ripped Strawberries and Cream,GNC AMP Advanced Muscle Performance,sports,sports_single,penalty_registry_mirror,registry changed which penalties mirror into the Formula & quality checks pillar,0.0,65.0,65.0,Weak,Weak,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,5.3,6.0,17.6,20.0,,-0.0,sports,sports,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
243089,Wheybolic Ripped Chocolate Peanut Butter,GNC AMP Advanced Muscle Performance,sports,sports_single,penalty_registry_mirror,registry changed which penalties mirror into the Formula & quality checks pillar,0.0,65.0,65.0,Weak,Weak,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,5.3,6.0,17.6,20.0,,-0.0,sports,sports,null,"{""none"": 1}",Safety concern: it contains additive or sweetener/form-factor concerns.
243133,Wheybolic Ripped Chocolate Fudge,GNC AMP Advanced Muscle Performance,sports,sports_single,penalty_registry_mirror,registry changed which penalties mirror into the Formula & quality checks pillar,0.0,65.0,65.0,Weak,Weak,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,5.3,6.0,17.6,20.0,,-0.0,sports,sports,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
243254,Wheybolic Ripped Strawberries and Cream,GNC AMP Advanced Muscle Performance,sports,sports_single,penalty_registry_mirror,registry changed which penalties mirror into the Formula & quality checks pillar,0.0,65.0,65.0,Weak,Weak,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,5.3,6.0,17.6,20.0,,-0.0,sports,sports,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
243265,Wheybolic Ripped Classic Vanilla,GNC AMP Advanced Muscle Performance,sports,sports_single,penalty_registry_mirror,registry changed which penalties mirror into the Formula & quality checks pillar,0.0,65.0,65.0,Weak,Weak,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,5.3,6.0,17.6,20.0,,-0.0,sports,sports,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
243275,Wheybolic Ripped Chocolate Fudge,GNC AMP Advanced Muscle Performance,sports,sports_single,penalty_registry_mirror,registry changed which penalties mirror into the Formula & quality checks pillar,0.0,65.0,65.0,Weak,Weak,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,5.3,6.0,17.6,20.0,,-0.0,sports,sports,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
244298,Re-Built Mass XP Strawberry,GNC Beyond Raw,sports,sports_single,universal_b7_confirmed,"confirmed over-UL exposure now scored on sports, a route that previously had no B7 path",-1.4,62.7,61.3,Weak,Weak,scored,scored,caution,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,6.0,4.0,16.8,15.2,,-2.0,sports,sports,null,"{""confirmed_over_threshold"": 1}",Safety concern: it contains additive or sweetener/form-factor concerns and one or more supplemental amounts exceed an established upper limit.
25160,Best Carnitine Energy,Doctor's Best,generic,generic_single_molecule,evidence_scope_carnitine,ALCAR/L-carnitine evidence form-scoping and the daily-dose comparator fix carried on this branch,3.2,63.4,66.6,Weak,Weak,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,8.0,8.0,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
251622,L-Carnitine 500 mg,Nature's Way,generic,generic_single_molecule,evidence_scope_carnitine,ALCAR/L-carnitine evidence form-scoping and the daily-dose comparator fix carried on this branch,11.1,61.2,72.3,Weak,Acceptable,scored,scored,no_known_catalog_concern,no_known_catalog_concern,complete,complete,SAFE,SAFE,SAFE,SAFE,,,9.5,9.5,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
252413,Garcinia Cambogia Extract,BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,43.5,43.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
252415,Garcinia Cambogia (60% HCA) 500 mg,BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,43.5,43.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
252418,Garcinia Cambogia 50% HCA,BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,43.5,43.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
