dsld_id,product_name,brand,v4_module,archetype,change_class,expected_reason,delta_score,old_score,new_score,old_tier,new_tier,old_score_status,new_score_status,old_safety_status,new_safety_status,old_assessment,new_assessment,old_verdict,new_verdict,old_safety_verdict,new_safety_verdict,old_blocking_reason,new_blocking_reason,old_safety_pillar,new_safety_pillar,old_dose_pillar,new_dose_pillar,old_b7,new_b7,old_module,new_module,old_dose_states,new_dose_states,new_safety_reason
211387,Flush-Free Niacin 500 mg,Nature Made,generic,generic_single_molecule,unresolved_no_deduction,unresolved exposure no longer takes an unproven harm deduction; assessment marked partial/review,2.0,53.6,55.6,Poor,Weak,scored,scored,no_known_catalog_concern,caution,complete,partial,SAFE,CAUTION,SAFE,CAUTION,,,8.0,10.0,0.0,0.0,-2.0,-0.0,generic,generic,"{""material_but_unresolved"": 1}","{""material_but_unresolved"": 1}","No banned, recalled, or watchlisted ingredients."
211431,Garcinia Cambogia,Spring Valley,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,45.0,45.0,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,9.0,9.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
213565,L-Carnitine Complex,GNC Total Lean,generic,generic_single_molecule,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,62.3,62.3,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,7.0,7.0,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
219039,Energy & Metabolism Vanilla,GNC Mega Men,multi_or_prenatal,prenatal_multi,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,52.5,52.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,6.0,6.0,13.3,13.3,-0.0,-0.0,multi_or_prenatal,multi_or_prenatal,"{""none"": 1}","{""none"": 1}",Safety concern: it contains additive or sweetener/form-factor concerns.
221095,Energy & Metabolism Chocolate,GNC Women's Ultra Mega,multi_or_prenatal,prenatal_multi,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,48.5,48.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,6.0,6.0,13.6,13.6,-0.0,-0.0,multi_or_prenatal,multi_or_prenatal,"{""none"": 1}","{""none"": 1}",Safety concern: it contains additive or sweetener/form-factor concerns.
2238,Apple Cider Complete,GNC Natural Brand,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,56.8,56.8,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,8.5,8.5,10.9,10.9,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains a restricted additive and it contains additive or sweetener/form-factor concerns.
2239,Apple Cider Vinegar,GNC Natural Brand,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,58.7,58.7,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
228068,Decaf Thermo Igniter 12X,GNC AMP Advanced Muscle Performance,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,51.0,51.0,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,5.0,5.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains a restricted additive and it contains additive or sweetener/form-factor concerns.
228860,Garcinia Cambogia Soft Chew Berry Punch,GNC Total Lean,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,48.3,48.3,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,6.0,6.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
232012,Garcinia HCA,Life Extension,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,46.1,46.1,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,9.5,9.5,10.9,10.9,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
239047,Garcinia Cambogia & Coconut Oil,Nature's Bounty,generic,generic_single_molecule,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,53.2,53.2,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,15.2,15.2,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
242232,Garcinia Cambogia 500 mg,SR Sports Research,generic,generic_single_molecule,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,43.6,43.6,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,14.5,14.5,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
252413,Garcinia Cambogia Extract,BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,43.5,43.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
252415,Garcinia Cambogia (60% HCA) 500 mg,BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,43.5,43.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
252418,Garcinia Cambogia 50% HCA,BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,43.5,43.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
253273,Garcinia Cambogia Extract,BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,43.5,43.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
253275,Garcinia Cambogia Extract,BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,43.5,43.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
253276,Garcinia Cambogia Extract,BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,43.5,43.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
253277,Garcinia Cambogia 50% HCA,BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,43.5,43.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
253278,Garcinia Cambogia 50% HCA,BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,43.5,43.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
253279,Garcinia Cambogia 50% HCA,BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,43.5,43.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
253303,Garcinia Cambogia (60% HCA) 500 mg,BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,43.5,43.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
253311,Garcinia Cambogia 50% HCA,BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,43.5,43.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
253318,Garcinia Cambogia (60% HCA),BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,43.5,43.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
253323,Garcinia Cambogia (60% HCA) 500 mg,BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,43.5,43.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
294434,Garcinia Cambogia Extract (60% HCA),BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,51.5,51.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
294435,Garcinia Cambogia Extract (60% HCA),BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,51.5,51.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
294436,Garcinia Cambogia Extract (60% HCA),BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,50.0,50.0,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
294940,Garcinia Cambogia Extract (60% HCA),BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,51.5,51.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
294941,Garcinia Cambogia Extract (60% HCA),BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,50.0,50.0,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
294942,Garcinia Cambogia Extract (60% HCA),BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,50.0,50.0,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
297218,Energy and Metabolism Igniter,GNC Women's,generic,generic_single_molecule,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,66.8,66.8,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,6.5,6.5,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
302650,Comprehensive Prostate Formula,Doctor's Best,multi_or_prenatal,prenatal_multi,unresolved_no_deduction,unresolved exposure no longer takes an unproven harm deduction; assessment marked partial/review,3.8,58.7,62.5,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,partial,SAFE,CAUTION,SAFE,CAUTION,,,4.0,6.0,9.1,10.9,-2.0,-0.0,multi_or_prenatal,multi_or_prenatal,"{""material_but_unresolved"": 1}","{""material_but_unresolved"": 1}",Safety concern: it contains additive or sweetener/form-factor concerns.
304636,Energy & Metabolism Generator,GNC Mega Men,generic,generic_single_molecule,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,65.3,65.3,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,6.5,6.5,20.0,20.0,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
305212,Slimvance,GNC BodyDynamix,generic,generic_single_molecule,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,47.1,47.1,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,6.5,6.5,10.0,10.0,-0.0,-0.0,generic,generic,"{""none"": 1}","{""none"": 1}",Safety concern: it contains additive or sweetener/form-factor concerns.
307768,BCAA 6 g Green Apple,Nutricost Women,sports,sports_bcaa_eaa,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,63.0,63.0,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,6.0,6.0,16.0,16.0,,-0.0,sports,sports,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
312257,Total Lean Multivitamin,GNC Total Lean,multi_or_prenatal,prenatal_multi,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,60.0,60.0,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,5.0,5.0,15.3,15.3,-0.0,-0.0,multi_or_prenatal,multi_or_prenatal,null,null,Safety concern: it contains a restricted additive and it contains additive or sweetener/form-factor concerns.
312521,Garcinia Cambogia Extract (25% HCA),BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,51.5,51.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
312522,Garcinia Cambogia Extract (25% HCA),BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,51.5,51.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
312523,Garcinia Cambogia Extract (25% HCA),BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,51.5,51.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
312524,Garcinia Cambogia Extract (25% HCA),BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,51.5,51.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
312525,Garcinia Cambogia Extract (60% HCA),BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,51.5,51.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
312526,Garcinia Cambogia Extract (60% HCA),BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,51.5,51.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
312527,Garcinia Cambogia Extract (60% HCA),BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,51.5,51.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
312528,Garcinia Cambogia Extract (60% HCA),BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,51.5,51.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
312529,Garcinia Cambogia Extract (60% HCA) 500 mg,BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,51.5,51.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
312530,Garcinia Cambogia Extract (60% HCA) 500 mg,BulkSupplements.com,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,51.5,51.5,Poor,Poor,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,10.0,10.0,10.9,10.9,-0.0,-0.0,generic,generic,null,null,"No banned, recalled, or watchlisted ingredients."
315319,Daily Multivitamin,GNC Pro Performance,multi_or_prenatal,prenatal_multi,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,58.7,58.7,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,5.0,5.0,14.0,14.0,-0.0,-0.0,multi_or_prenatal,multi_or_prenatal,null,null,Safety concern: it contains a restricted additive and it contains additive or sweetener/form-factor concerns.
328300,Bone Strength Collagen Formula,Life Extension,generic,generic_botanical_branded,unresolved_no_deduction,unresolved exposure no longer takes an unproven harm deduction; assessment marked partial/review,3.8,71.5,75.3,Acceptable,Acceptable,scored,scored,no_known_catalog_concern,caution,complete,partial,SAFE,CAUTION,SAFE,CAUTION,,,5.0,7.0,17.3,19.1,-2.0,-0.0,generic,generic,"{""material_but_unresolved"": 1}","{""material_but_unresolved"": 1}",Safety concern: it contains additive or sweetener/form-factor concerns.
328462,Garcinia HCA,Life Extension,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,55.6,55.6,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,9.5,9.5,10.9,10.9,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
328464,Ginkgo Biloba Certified Extract 120 mg,Life Extension,generic,generic_botanical_branded,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,58.8,58.8,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,8.5,8.5,19.1,19.1,-0.0,-0.0,generic,generic,null,null,Safety concern: it contains additive or sweetener/form-factor concerns.
330884,Total Lean Multivitamin,GNC Total Lean,multi_or_prenatal,prenatal_multi,export_safety_projection,effective safety computed once and projected to product_safety_status / verdict / blocking_reason,0.0,59.1,59.1,Weak,Weak,scored,scored,no_known_catalog_concern,caution,complete,complete,CAUTION,CAUTION,CAUTION,CAUTION,,,5.0,5.0,15.4,15.4,-0.0,-0.0,multi_or_prenatal,multi_or_prenatal,null,null,Safety concern: it contains a restricted additive and it contains additive or sweetener/form-factor concerns.
